Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
59980,Batman: Year One,Frank Miller,"Miller, Frank","David Mazzucchelli, Richmond Lewis, Todd Klein, Dennis O'Neil","=""1401207529""","=""9781401207526""",5.0,DC Comics,Paperback,136,2007,1988,,2016/06/16,,,read,,,,1,0
17251114,"Thor: God of Thunder, Vol. 1: The God Butcher",Jason Aaron,"Aaron, Jason",Esad Ribić,"=""0785168427""","=""9780785168423""",5.0,Marvel,Hardcover,136,2013,2012,,2016/06/16,,,read,,,,1,0
107017,"Batman: Hush, Vol. 1",Jeph Loeb,"Loeb, Jeph","Jim Lee, Scott  Williams","=""1401200605""","=""9781401200602""",4.0,DC Comics,Paperback,121,2004,2002,,2016/06/16,,,read,,,,1,0
16002136,"Hawkeye, Volume 1: My Life as a Weapon",Matt Fraction,"Fraction, Matt","David Aja, Javier Pulido, Matt Hollingsworth, Chris Eliopoulos, Alan Davis, Mark Farmer, Paul Mounts, Cory Petit","=""0785165622""","=""9780785165620""",5.0,Marvel,Paperback,136,2013,2013,,2016/06/16,,,read,,,,1,0
26771521,"Beacon 23 (Beacon 23, #1-5)",Hugh Howey,"Howey, Hugh",,"=""1516865871""","=""9781516865871""",4.0,Createspace Independent Pub,Paperback,247,2015,2015,2016/06/07,2016/05/27,,,read,Weird... but good,,,1,0
23398806,"Eeny Meeny (Helen Grace, #1)",M.J. Arlidge,"Arlidge, M.J.",,"=""0451475496""","=""9780451475497""",4.0,Berkley,Paperback,405,2015,2014,2016/05/24,2016/05/20,,,read,"Good murder mystery, based in Southampton! Gripping till the end.",,,1,0
18730158,"The Heist (Gabriel Allon, #14)",Daniel Silva,"Silva, Daniel",,"=""006232005X""","=""9780062320056""",4.0,Harper,Hardcover,467,2014,2014,2016/04/21,2016/03/22,,,read,"A good spy story set against the backdrop of modern middle-east. A bit slow at the start, but revs up quick. The title is somewhat misguiding though.",,,1,0
18144124,I Am Pilgrim,Terry Hayes,"Hayes, Terry",,"=""1439177724""","=""9781439177723""",5.0,Atria/Emily Bestler Books,Hardcover,612,2014,2013,2016/03/21,2016/01/25,,,read,"A high-stakes thriller that will keep you hooked till the very end, a must read!",,,1,0
32508,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",Michael Connelly,"Connelly, Michael",,"=""0446612731""","=""9780446612739""",3.0,Grand Central Publishing,Paperback,482,2002,1992,2016/01/25,2015/12/18,,,read,Only starts getting interesting in the last 3rd. The big twist at the end seems a bit underwhelming.,,,1,0
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",0,St. Martin's Griffin,Paperback,264,2004,1939,,2016/01/01,to-read,to-read (#7),to-read,,,,0,0
8490112,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,"Taylor, Laini",,"=""0316134023""","=""9780316134026""",0,"Little, Brown Books for Young Readers",Hardcover,418,2011,2011,,2016/01/01,to-read,to-read (#6),to-read,,,,0,0
33600,Shantaram,Gregory David Roberts,"Roberts, Gregory David",,"=""192076920X""","=""9781920769208""",0,Scribe,Paperback,936,2004,2003,,2016/01/01,to-read,to-read (#5),to-read,,,,0,0
431321,And the Sea Will Tell,Vincent Bugliosi,"Bugliosi, Vincent",Bruce   Henderson,"=""0393327965""","=""9780393327960""",0,W. W. Norton & Company,Paperback,729,2006,1991,,2016/01/01,to-read,to-read (#4),to-read,,,,0,0
17661831,"The Orenda (Bird Family Trilogy, #3)",Joseph Boyden,"Boyden, Joseph",,"=""0670064181""","=""9780670064182""",0,Hamish Hamilton,Hardcover,490,2013,2013,,2016/01/01,to-read,to-read (#3),to-read,,,,0,0
9275658,"Legend (Legend, #1)",Marie Lu,"Lu, Marie",,"=""""","=""""",0,Putnam Juvenile,Hardcover,305,2011,2011,,2016/01/01,to-read,to-read (#2),to-read,,,,0,0
10644930,11/22/63,Stephen  King,"King, Stephen",,"=""1451627289""","=""9781451627282""",0,Scribner,Hardcover,849,2011,2011,,2016/01/01,to-read,to-read (#1),to-read,,,,0,0
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1627792120""","=""9781627792127""",4.0,Henry Holt & Company,Hardcover,465,2015,2015,2015/12/10,2015/11/11,,,read,"Game of Thrones meets Ocean's Eleven! Great world building and character arcs. Lags a bit in the middle, but sets up the sequel nicely.",,,1,0
25074850,"The Girl in the Spider's Web (Millennium, #4)",David Lagercrantz,"Lagercrantz, David",,"=""0385354282""","=""9780385354288""",3.0,Knopf,Hardcover,400,2015,2015,2015/11/09,2015/10/05,,,read,,,,1,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",3.0,Riverhead Books,Hardcover,336,2015,2015,,2015/10/05,,,read,A loopy murder mystery with a convenient ending. Could have been tighter.,,,1,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",5.0,Scribner,Hardcover,531,2014,2014,2015/08/01,2015/07/01,,,read,Wonderful retelling of the great war from the POV of a French and a German teenager.,,,1,0
20651570,"The First Rule of Survival (Col Vaughn de Vries, #1)",Paul Mendelson,"Mendelson, Paul",,"=""1472111362""","=""9781472111364""",4.0,C&R Crime,Paperback,393,2014,2014,,2015/06/03,,,read,"Gritty, uncompromising murder-mystery in Cape Town, SA.",,,1,0
